ITEM ID  DE  LA MATRIZ ;Código ADN Clínico-Funcional ;MODELO;CLASIFICACIÓN GENERAL;AGRUPADOR;DISPARADOR (Actividad, Función, Cargo, Examen Médico, Sistema, Hallazgo Clínico, Laboratorio Clínico);SISTEMA;COMPONENTE;SUBCOMPONENTE O CARACTERÍSTICA ANATÓMICA/FISIOLÓGICA (CON LATERALIDAD);VALORACIÓN ESPECÍFICA;CONDICIÓN CLÍNICA MÉDICA;HALLAZGO ESPERADO;ACCIÓN RECOMENDADA;INTERPRETACIÓN CLÍNICA;SEGUIMIENTO POR ESPECIALISTA;ESTADO DE APTITUD LABORAL;ACCIÓN RECOMENDADA IA (PLN/NLP)
1026;INTPNEU-15-102;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Intersticio Pulmonar Residual (7);intersticio_pulmonar/inflamación_aguda/no_aplica_lateralidad;Espirometría y prueba de difusión de monóxido de carbono (DLCO). La tomografía (TAC) de tórax de alta resolución muestra el patrón restrictivo.;Diagnóstico/Neumonitis por Hipersensibilidad Aguda/Pulmón/No Aplica Lateralidad;Patrón restrictivo en la espirometría. Disminución de la CVF y CPT. DLCO disminuida. Puede haber un patrón obstructivo.;Cese inmediato de la exposición al antígeno. Corticosteroides. Oxigenoterapia si es necesaria. Se requiere una evaluación de la exposición al antígeno en el trabajo.;Es una reacción inflamatoria aguda que puede causar una limitación funcional temporal o permanente si la exposición persiste. Requiere evitar la exposición al agente causal para una recuperación.;Neumología, Alergología, Medicina Laboral;Apto con Restricciones (reubicación temporal)/No apto temporal;Si la exposición a un antígeno te causó una neumonitis aguda, debes dejar de estar expuesto a ese material de inmediato. Es una condición temporal, pero si no se evita la exposición, puede volverse crónica.
1027;PULMSEG-15-103;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Parénquima Pulmonar y Otros (16);parénquima_pulmonar/monitoreo_funcional/no_aplica_lateralidad;Espirometría y prueba de difusión de monóxido de carbono (DLCO). La radiografía de tórax. La evaluación de los síntomas es clave para el seguimiento.;Diagnóstico/Enfermedad Pulmonar Crónica en Seguimiento/Pulmón/No Aplica Lateralidad;Los resultados de las pruebas de función pulmonar pueden ser normales, obstructivos, restrictivos o mixtos. La clave es el monitoreo para ver si hay estabilidad o progresión.;Seguimiento periódico por especialista. Ajuste de tratamiento según la evolución. Educación sobre autocuidado y prevención de infecciones.;El monitoreo de la función pulmonar es para adaptar las condiciones laborales a la evolución de la enfermedad crónica. Las restricciones dependerán de los hallazgos específicos en cada control.;Neumología, Medicina Laboral;Apto con Restricciones (ajustable según evolución);Si tienes una enfermedad pulmonar crónica, necesitas controles médicos para ver cómo evolucionan tus pulmones. Las restricciones en el trabajo se ajustarán a lo que el médico diga para cuidarte.
1028;BRONEPM-15-104;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Bronquios y Vías Respiratorias (11);bronquial/limitación_moderada_al_flujo_aéreo/no_aplica_lateralidad;Espirometría para evaluar el VEF1/CVF (<0.70) y el VEF1 (entre 50-79% del predicho). Se debe evaluar la disnea en esfuerzo moderado.;Diagnóstico/EPOC moderada/Bronquios/No Aplica Lateralidad;VEF1/CVF menor de 0.70. El VEF1 está entre el 50% y el 79% del valor predicho. Disnea al esfuerzo moderado. Anamnesis de tabaquismo o exposición a irritantes.;Cesación tabáquica. Broncodilatadores de acción prolongada. Rehabilitación pulmonar. Evitar la exposición a polvos y humos en el ambiente de trabajo.;La limitación moderada al flujo aéreo restringe la capacidad para el esfuerzo físico, trabajos en altura y exposición a irritantes. La adaptación del puesto de trabajo es necesaria.;Neumología, Medicina Laboral;Apto con Restricciones (evitar esfuerzo físico, irritantes y altura);Si tienes EPOC moderada, tu respiración está limitada. Te costará hacer esfuerzos físicos y trabajar en altura. Debes dejar de fumar, usar broncodilatadores y evitar el polvo o humos en el trabajo.
1029;PULMNEO-15-105;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Parénquima Pulmonar y Otros (16);parénquima_pulmonar/fibrosis_progresiva/no_aplica_lateralidad;Espirometría. Se requiere radiografía de tórax y tomografía de tórax de alta resolución. Se debe realizar anamnesis detallada de la exposición a polvos.;Diagnóstico/Neumoconiosis/Parénquima Pulmonar/No Aplica Lateralidad;Patrón restrictivo, obstructivo o mixto. Disminución progresiva de VEF1 y/o CVF. La radiografía muestra cambios fibróticos o nodulares.;Cese inmediato y definitivo de la exposición al polvo. Manejo sintomático. Vigilancia de tuberculosis y enfermedades autoinmunes. Evaluación de reubicación o incapacidad.;Enfermedad pulmonar irreversible causada por la inhalación de polvos en el ambiente laboral. Limita permanentemente la capacidad funcional y prohíbe cualquier reexposición. La reubicación es obligatoria.;Neumología, Medicina Laboral, Salud Pública;Apto con Restricciones (reubicación obligatoria)/No apto definitivo;Si tienes neumoconiosis, el daño en tus pulmones es irreversible. No puedes volver a exponerte al polvo. Necesitas reubicación laboral y un seguimiento médico continuo para evitar complicaciones.
1030;BRONEPS-15-106;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Bronquios y Vías Respiratorias (11);bronquial/limitación_severa_al_flujo_aéreo/no_aplica_lateralidad;Espirometría para evaluar el VEF1/CVF (<0.70) y el VEF1 (<50% del predicho). Se debe evaluar la disnea al mínimo esfuerzo o en reposo.;Diagnóstico/EPOC severa/Bronquios/No Aplica Lateralidad;VEF1/CVF menor de 0.70. El VEF1 es menor del 50% del valor predicho. Disnea al mínimo esfuerzo o en reposo. Anamnesis de tabaquismo.;Cesación tabáquica. Broncodilatadores. Oxigenoterapia. Rehabilitación pulmonar. Considerar trasplante. Se requiere evaluación de incapacidad.;La limitación severa del flujo aéreo incapacita para la mayoría de las labores, incluso las de bajo esfuerzo. Hay un alto riesgo de exacerbaciones y dependencia del oxígeno.;Neumología, Medicina Laboral;No Apto Definitivo (incapacidad);Si tienes EPOC severa, tu respiración está muy limitada. No puedes hacer casi ningún trabajo, incluso los de bajo esfuerzo. Necesitas oxígeno y tratamiento continuo. Requieres incapacidad permanente.
1031;PULMTBC-15-107;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Parénquima Pulmonar y Otros (16);parénquima_pulmonar/fibrosis_residual/no_aplica_lateralidad;Espirometría. Se requiere radiografía de tórax para evaluar la extensión y localización de las lesiones. Se debe evaluar la necesidad de tratamiento para secuelas como bronquiectasias.;Diagnóstico/Secuelas de Tuberculosis Pulmonar/Pulmón/No Aplica Lateralidad;Patrón restrictivo, obstructivo o mixto en la espirometría. La radiografía muestra secuelas fibróticas. Pueden haber bronquiectasias asociadas.;Control por Neumología. Tratamiento de secuelas (broncodilatadores, fisioterapia). Vigilancia de reactivación. Evaluación de capacidad funcional residual.;El daño pulmonar permanente puede limitar la capacidad para el esfuerzo físico, trabajos en altura o exposición a irritantes. Hay un riesgo de infecciones recurrentes y se requiere seguimiento.;Neumología, Medicina Laboral, Infectología;Apto con Restricciones/No apto definitivo;Si tuviste tuberculosis, tus pulmones pueden haber quedado con secuelas. Tu capacidad de trabajo podría estar limitada, sobre todo en trabajos físicos o con irritantes. El médico te evaluará para definir tu aptitud.
1032;INTSAR-15-108;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Intersticio Pulmonar Residual (7);intersticio_pulmonar/granulomas_no_caseificantes/no_aplica_lateralidad;Espirometría y prueba de difusión de monóxido de carbono (DLCO). Se requiere radiografía o tomografía de tórax. Biopsia pulmonar para confirmar el diagnóstico.;Diagnóstico/Sarcoidosis/Pulmón/No Aplica Lateralidad;Patrón restrictivo en la espirometría. Disminución de la CVF y CPT. La DLCO está disminuida. La radiografía de tórax muestra granulomas.;Manejo por Neumología. Corticosteroides sistémicos o inmunosupresores. Vigilancia de compromiso extrapulmonar. Evaluación de respuesta al tratamiento.;Es una enfermedad multisistémica que puede afectar la función pulmonar. Limita la capacidad para el esfuerzo físico en casos de compromiso pulmonar significativo. Se requiere seguimiento.;Neumología, Medicina Interna, Medicina Laboral;Apto con Restricciones/No apto definitivo;Si tienes sarcoidosis, una enfermedad que afecta muchos órganos, tus pulmones pueden estar comprometidos. Te costará hacer esfuerzos físicos. Necesitas tratamiento y seguimiento médico para ver cómo evolucionas.
1033;PULMFQI-15-109;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Parénquima Pulmonar y Otros (16);epitelio_bronquial/alteración_del_transporte_iónico/no_aplica_lateralidad;Espirometría para evaluar el patrón obstructivo. Se requiere prueba del sudor o análisis genético para confirmar el diagnóstico. Cultivo de esputo para identificar bacterias.;Diagnóstico/Fibrosis Quística/Pulmón/No Aplica Lateralidad;Patrón obstructivo progresivo en la espirometría. Disminución del VEF1. Infecciones pulmonares recurrentes. El diagnóstico se confirma con la prueba del sudor o el análisis genético.;Manejo multidisciplinario. Fisioterapia respiratoria intensiva. Antibióticos para infecciones. Moduladores de CFTR. Trasplante pulmonar en casos avanzados.;Es una enfermedad genética progresiva que causa daño pulmonar crónico y severo. Limita drásticamente la capacidad física y predispone a infecciones recurrentes. Requiere manejo y seguimiento constante.;Neumología, Infectología, Fisioterapia Respiratoria, Medicina Laboral;Apto con Restricciones/No apto definitivo;Si tienes fibrosis quística, es una enfermedad grave que empeora con el tiempo. Te limita mucho para el ejercicio y te predispone a infecciones. El médico te evaluará para ver si puedes trabajar con restricciones o si necesitas incapacidad permanente.
1034;DIAPSEC-15-110;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Diafragma y Pleura (16);pleural/engrosamiento_residual/no_aplica_lateralidad;Espirometría para evaluar la capacidad pulmonar. Se requiere radiografía de tórax para evaluar el engrosamiento pleural residual. El examen físico puede ser normal o con disminución de la expansión.;Diagnóstico/Secuelas de Derrame Pleural/Pleura/No Aplica Lateralidad;Patrón restrictivo leve a moderado en la espirometría si hay engrosamiento pleural residual. La radiografía de tórax puede mostrar engrosamiento pleural.;Control por Neumología. Fisioterapia respiratoria. Se debe realizar una evaluación de la exposición a irritantes o polvos en el ambiente laboral.;Si el derrame pleural deja secuelas, puede limitar la expansión pulmonar y la capacidad para el esfuerzo físico. Requiere seguimiento para determinar la aptitud de manera temporal o permanente.;Neumología, Medicina Interna, Medicina Laboral;Apto con Restricciones (temporal o permanente);Si tuviste un derrame pleural, tus pulmones pueden no expandirse bien, lo que te limita para hacer esfuerzos físicos. Necesitas fisioterapia y un control médico para ver si las restricciones son permanentes o temporales.
1035;BRONEPL-15-111;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Bronquios y Vías Respiratorias (11);bronquial/limitación_leve_al_flujo_aéreo/no_aplica_lateralidad;Evaluación de la función pulmonar con espirometría para diagnóstico y seguimiento de EPOC leve. Se requiere espirometría con broncodilatador.;Diagnóstico/EPOC leve/Bronquios/No Aplica Lateralidad;VEF1/CVF < 0.70 y VEF1 ? 80% del predicho. Anamnesis de tabaquismo. El paciente es asintomático o con síntomas leves.;Cesación tabáquica. Broncodilatadores de acción corta según necesidad. Evitar exposición a irritantes. Seguimiento anual.;Limitación leve al flujo aéreo que generalmente no impide la mayoría de las labores, pero requiere vigilancia y eliminación de factores de riesgo para evitar la progresión.;Medicina General, Medicina Laboral, Neumología;Sí – sin restricción (con recomendaciones de autocuidado);Si tienes EPOC leve, el flujo de aire en tus pulmones está un poco limitado, pero no te impide trabajar. Debes dejar de fumar y evitar irritantes. Te harán un control anual para monitorear tu condición.
1036;PULMEPC-15-112;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Parénquima Pulmonar y Otros (16);parénquima_pulmonar/limitación_crónica_al_flujo_aéreo/no_aplica_lateralidad;Evaluación de la función pulmonar para diagnóstico y seguimiento de patrón obstructivo. Se debe realizar espirometría con broncodilatador para evaluar la reversibilidad.;Diagnóstico/EPOC/Pulmón/No Aplica Lateralidad;Patrón obstructivo (VEF1/CVF < 0.70) no reversible o parcialmente reversible tras broncodilatador. Disminución del VEF1. Atrapamiento aéreo.;Control por Neumología. Terapia con broncodilatadores y/o corticoides inhalados. Rehabilitación pulmonar. Cesación tabáquica imperativa.;La limitación crónica al flujo aéreo reduce la tolerancia al esfuerzo, trabajos en altura geográfica o exposición a irritantes. Aumenta el riesgo de exacerbaciones y de ausentismo laboral.;Neumología, Medicina Laboral;Sí – con restricción;Si tienes EPOC, tu capacidad pulmonar está limitada, por lo que te costará hacer esfuerzos físicos. Debes dejar de fumar, evitar irritantes y seguir un tratamiento para evitar que la enfermedad empeore.
1037;BRONHIP-15-113;1;Sistemas Anatómico-Funcionales del Cuerpo Humano;;;sistema_respiratorio;Bronquios y Vías Respiratorias (11);bronquial/hiperreactividad/no_aplica_lateralidad;Evaluación de la función pulmonar con espirometría con broncodilatador. Se debe realizar pruebas de alergia para identificar desencadenantes ocupacionales y ambientales.;Diagnóstico/Asma Bronquial/Bronquios/No Aplica Lateralidad;Patrón obstructivo (VEF1/CVF < 0.70) que revierte significativamente tras uso de broncodilatador (aumento de VEF1 ?12% y 200 ml). Puede ser normal en periodos intercríticos.;Control por Neumología/Alergología. Tratamiento controlador y de rescate según guías (GINA). Identificar y evitar desencadenantes ocupacionales y ambientales.;La hiperreactividad bronquial genera episodios de obstrucción reversible. Limita la exposición a alérgenos, irritantes y cambios bruscos de temperatura. Requiere acceso a medicación de rescate.;Neumología, Alergología, Medicina Laboral;Sí – con restricción;Si tienes asma, el flujo de aire en tus pulmones se reduce, pero mejora con el broncodilatador. Debes evitar lo que te causa las crisis y usar tu inhalador de rescate cuando lo necesites.
